status,age_group,education,industry,location,ai_risk,years_of_experience,monthly_salary_(inr),date_recorded
Unemployed,55+,Diploma,Retail,Urban,Medium,3.0,77200.0,2027-06-24
Employed,45-54,Bachelor'S,Technology,Mumbai,High,14.0,16400.0,2027-06-25
Employed,18-24,Phd,Technology,Bangalore,High,2.0,88000.0,2027-06-26
Employed,25_34,Ph.D,Education,Rural,Low,16.0,77200.0,2027-06-27
Employed,25-34,High School,Education,Bangalore,High,0.0,98500.0,2027-06-28
Employed,18 To 24,Masters,Tech,Mumbai,High,16.0,77200.0,2027-06-29
Employed,35 - 44,High School,Health,Urban,High,16.0,59000.0,2027-06-30
Unemployed,35 - 44,Master,Healthcare,Hyderabad,Low,16.0,119600.0,2027-07-01
Unemployed,35 - 44,Phd,Retail,Rural,Medium,3.0,142800.0,2027-07-02
Unemployed,25-34,Phd,Fintech,Rural,High,27.0,28500.0,2027-07-03
Employed,18-24,High School,Healthcare,Mumbai,Medium,6.0,37900.0,2027-07-04
Unemployed,35 - 44,High School,Retail,Hyderabad,Low,4.0,32100.0,2027-07-05
Employed,45-54,Diploma,Finance,Delhi,Medium,9.0,89800.0,2027-07-06
Unemployed,18 To 24,Master,Health,Rural,Low,16.0,103100.0,2027-07-07
Unemployed,18 To 24,Bachelors,Health,Bangalore,High,16.0,119700.0,2027-07-08
Employed,18 To 24,Phd,Healthcare,Urban,High,16.0,77200.0,2027-07-09
Unemployed,35 - 44,Master,Technology,Suburban,High,26.0,72100.0,2027-07-10
Employed,45-54,Ph.D,Fintech,Bangalore,High,16.0,77200.0,2027-07-11
Employed,55+,Ph.D,Tech,Bangalore,Medium,12.0,59400.0,2027-07-12
Employed,55+,Bachelors,Finance,Rural,High,16.0,100400.0,2027-07-13
Employed,18 To 24,Ph.D,Retail,Bangalore,Low,16.0,91200.0,2027-07-14
Unemployed,25-34,Masters,Education,Mumbai,Low,22.0,89300.0,2027-07-15
Employed,18 To 24,Bachelor'S,Healthcare,Rural,Medium,16.0,45200.0,2027-07-16
Employed,18-24,Diploma,Retail,Suburban,Moderate,28.0,132100.0,2027-07-17
Employed,25-34,Diploma,Healthcare,Bangalore,Low,16.0,83300.0,2027-07-18
Employed,18 To 24,Master,Health,Mumbai,High,16.0,40200.0,2027-07-19
Unemployed,45-54,Ph.D,Fintech,Urban,High,9.0,132200.0,2027-07-20
Unemployed,18-24,Masters,Retail,Bangalore,High,8.0,139200.0,2027-07-21
Unemployed,55+,Master,Healthcare,Bangalore,Low,11.0,34300.0,2027-07-22
Unemployed,18-24,High School,Retail,Delhi,Low,10.0,133700.0,2027-07-23
Unemployed,35 - 44,High School,Retail,Bangalore,High,16.0,108500.0,2027-07-24
Employed,35 - 44,Diploma,Finance,Bangalore,Low,16.0,61700.0,2027-07-25
Unemployed,18-24,Ph.D,Health,Bangalore,High,16.0,79900.0,2027-07-26
Unemployed,55+,Phd,Retail,Suburban,Moderate,22.0,125000.0,2027-07-27
Unemployed,18-24,High School,Tech,Urban,High,12.0,95200.0,2027-07-28
Employed,55+,Bachelors,Retail,Delhi,High,16.0,124800.0,2027-07-29
Employed,25-34,Bachelor'S,Retail,Hyderabad,Moderate,7.0,104200.0,2027-07-30
Employed,18 To 24,Masters,Technology,Urban,Low,22.0,136300.0,2027-07-31
Employed,25_34,High School,Retail,Delhi,Low,16.0,77200.0,2027-08-01
Employed,35 - 44,Masters,Retail,Bangalore,Medium,16.0,77200.0,2027-08-02
Employed,18-24,Bachelors,Retail,Rural,High,16.0,113400.0,2027-08-03
Employed,45-54,High School,Technology,Bangalore,Low,26.0,77200.0,2027-08-04
Unemployed,45-54,Bachelor'S,Health,Rural,Low,24.0,54900.0,2027-08-05
Employed,18-24,Bachelors,Tech,Delhi,Moderate,9.0,103000.0,2027-08-06
Unemployed,25-34,Bachelors,Tech,Delhi,Moderate,16.0,86400.0,2027-08-07
Employed,18-24,Ph.D,Technology,Urban,Low,26.0,76300.0,2027-08-08
Employed,18 To 24,High School,Retail,Suburban,Low,25.0,139000.0,2027-08-09
Unemployed,18-24,Bachelors,Retail,Urban,Medium,27.0,58600.0,2027-08-10
Employed,18 To 24,Master,Retail,Suburban,Low,16.0,135500.0,2027-08-11
Employed,18 To 24,Diploma,Healthcare,Urban,High,22.0,68300.0,2027-08-12
Unemployed,55+,Bachelor'S,Retail,Delhi,Low,1.0,51700.0,2027-08-13
Employed,35 - 44,Masters,Finance,Delhi,Medium,16.0,77200.0,2027-08-14
Unemployed,18 To 24,Phd,Retail,Rural,Low,0.0,126100.0,2027-08-15
Employed,18 To 24,Diploma,Finance,Urban,High,14.0,93400.0,2027-08-16
Employed,55+,Masters,Retail,Hyderabad,Low,29.0,77200.0,2027-08-17
Employed,25-34,Masters,Health,Delhi,High,16.0,25200.0,2027-08-18
Unemployed,25-34,Master,Health,Mumbai,Moderate,16.0,114200.0,2027-08-19
Employed,25-34,High School,Retail,Hyderabad,High,12.0,103700.0,2027-08-20
Employed,18-24,Bachelors,Education,Suburban,Moderate,16.0,76200.0,2027-08-21
Employed,18 To 24,Phd,Retail,Urban,Moderate,3.0,147900.0,2027-08-22
Unemployed,35 - 44,High School,Finance,Urban,Medium,30.0,65500.0,2027-08-23
Employed,25-34,Bachelors,Health,Urban,High,28.0,149300.0,2027-08-24
Unemployed,25-34,Diploma,Health,Suburban,Low,16.0,77200.0,2027-08-25
Employed,25-34,Diploma,Technology,Bangalore,High,23.0,77200.0,2027-08-26
Employed,18 To 24,High School,Technology,Rural,High,16.0,107700.0,2027-08-27
Unemployed,45-54,High School,Technology,Hyderabad,Low,16.0,77200.0,2027-08-28
Employed,55+,Phd,Retail,Bangalore,Low,5.0,142800.0,2027-08-29
Unemployed,25-34,Ph.D,Fintech,Urban,Low,16.0,77200.0,2027-08-30
Employed,35 - 44,Bachelors,Tech,Bangalore,High,16.0,8200.0,2027-08-31
Employed,18 To 24,Diploma,Fintech,Delhi,High,16.0,77200.0,2027-09-01
Employed,35 - 44,Diploma,Retail,Bangalore,High,16.0,38200.0,2027-09-02
Unemployed,25_34,Diploma,Education,Bangalore,High,16.0,77200.0,2027-09-03
Unemployed,25_34,Bachelors,Retail,Urban,High,2.0,15200.0,2027-09-04
Employed,55+,Diploma,Retail,Suburban,High,16.0,77200.0,2027-09-05
Unemployed,55+,Master,Finance,Delhi,Moderate,23.0,33200.0,2027-09-06
Unemployed,18 To 24,High School,Retail,Mumbai,Low,29.0,25900.0,2027-09-07
Unemployed,35 - 44,Phd,Health,Bangalore,Medium,16.0,28800.0,2027-09-08
Employed,25-34,High School,Finance,Hyderabad,High,16.0,77200.0,2027-09-09
Unemployed,18-24,High School,Retail,Delhi,Low,16.0,41600.0,2027-09-10
Unemployed,18 To 24,Bachelor'S,Health,Hyderabad,High,16.0,77200.0,2027-09-11
Employed,25_34,Bachelors,Retail,Urban,Medium,4.0,77200.0,2027-09-12
Employed,55+,High School,Retail,Delhi,Moderate,16.0,16900.0,2027-09-13
Employed,25-34,Master,Health,Urban,High,25.0,133500.0,2027-09-14
Unemployed,25-34,Bachelor'S,Retail,Urban,High,16.0,105500.0,2027-09-15
Employed,35 - 44,Masters,Fintech,Delhi,High,16.0,25500.0,2027-09-16
Employed,45-54,High School,Healthcare,Bangalore,High,7.0,105400.0,2027-09-17
Employed,25-34,High School,Technology,Mumbai,High,12.0,34000.0,2027-09-18
Unemployed,45-54,High School,Fintech,Mumbai,Low,16.0,113200.0,2027-09-19
Employed,18 To 24,Ph.D,Finance,Rural,Low,27.0,83600.0,2027-09-20
Employed,25-34,Masters,Health,Suburban,High,3.0,147900.0,2027-09-21
Employed,18-24,Ph.D,Fintech,Suburban,High,4.0,17200.0,2027-09-22
Unemployed,35 - 44,High School,Finance,Suburban,Low,27.0,77200.0,2027-09-23
Unemployed,35 - 44,Masters,Fintech,Hyderabad,Low,16.0,7000.0,2027-09-24
Employed,25-34,Phd,Retail,Suburban,Medium,21.0,77200.0,2027-09-25
Employed,18-24,Bachelor'S,Fintech,Delhi,High,16.0,77200.0,2027-09-26
Unemployed,55+,Master,Healthcare,Bangalore,High,11.0,77200.0,2027-09-27
Employed,18 To 24,Bachelors,Technology,Rural,Moderate,16.0,137500.0,2027-09-28
Unemployed,45-54,Diploma,Retail,Suburban,Medium,28.0,12600.0,2027-09-29
Employed,25_34,Bachelor'S,Finance,Bangalore,High,18.0,142900.0,2027-09-30
Unemployed,18 To 24,Bachelors,Tech,Bangalore,Low,21.0,77200.0,2027-10-01
Unemployed,25_34,Bachelors,Retail,Mumbai,Moderate,14.0,77200.0,2027-10-02
Employed,18-24,High School,Education,Urban,High,16.0,77200.0,2027-10-03
Employed,35 - 44,Ph.D,Technology,Mumbai,Low,23.0,129200.0,2027-10-04
Employed,25_34,Phd,Retail,Urban,High,8.0,77200.0,2027-10-05
Employed,25-34,High School,Retail,Bangalore,Low,16.0,68800.0,2027-10-06
Employed,18 To 24,Diploma,Tech,Urban,High,6.0,103300.0,2027-10-07
Unemployed,25-34,High School,Education,Urban,Medium,14.0,63800.0,2027-10-08
Employed,18 To 24,Bachelors,Retail,Suburban,High,11.0,140300.0,2027-10-09
Employed,55+,Bachelors,Fintech,Rural,Low,16.0,73000.0,2027-10-10
Unemployed,25_34,High School,Healthcare,Hyderabad,Moderate,9.0,114500.0,2027-10-11
Employed,18-24,Diploma,Finance,Delhi,Low,13.0,59500.0,2027-10-12
Unemployed,18-24,Bachelors,Retail,Hyderabad,Medium,25.0,43400.0,2027-10-13
Employed,18 To 24,Bachelor'S,Finance,Suburban,Medium,16.0,17800.0,2027-10-14
Employed,45-54,High School,Health,Delhi,High,16.0,14100.0,2027-10-15
Employed,18 To 24,Master,Healthcare,Urban,Medium,9.0,77200.0,2027-10-16
Employed,18 To 24,Master,Fintech,Hyderabad,High,16.0,77200.0,2027-10-17
Employed,25_34,Bachelors,Health,Urban,High,16.0,119400.0,2027-10-18
Employed,55+,Master,Fintech,Delhi,Low,16.0,101200.0,2027-10-19
Employed,18 To 24,Ph.D,Technology,Rural,High,16.0,96900.0,2027-10-20
Unemployed,18 To 24,Bachelors,Finance,Hyderabad,High,7.0,77200.0,2027-10-21
Employed,18-24,Masters,Finance,Rural,Moderate,7.0,80700.0,2027-10-22
Employed,25_34,Diploma,Education,Rural,Moderate,16.0,30000.0,2027-10-23
Unemployed,25-34,Bachelor'S,Tech,Suburban,Medium,16.0,38400.0,2027-10-24
Unemployed,55+,Bachelors,Retail,Hyderabad,High,11.0,122000.0,2027-10-25
Employed,35 - 44,Bachelors,Tech,Urban,Medium,16.0,41000.0,2027-10-26
Unemployed,25_34,Bachelors,Technology,Hyderabad,Medium,16.0,34600.0,2027-10-27
Employed,25-34,Masters,Healthcare,Bangalore,Moderate,16.0,77200.0,2027-10-28
Employed,18-24,Masters,Retail,Hyderabad,High,7.0,148200.0,2027-10-29
Unemployed,35 - 44,High School,Finance,Bangalore,Moderate,16.0,88000.0,2027-10-30
Employed,45-54,Bachelor'S,Retail,Bangalore,Low,26.0,60000.0,2027-10-31
Employed,55+,Bachelors,Education,Bangalore,High,16.0,78300.0,2027-11-01
Employed,35 - 44,Master,Fintech,Bangalore,High,22.0,38900.0,2027-11-02
Employed,25-34,Master,Retail,Bangalore,High,15.0,67800.0,2027-11-03
Unemployed,25-34,Bachelors,Retail,Suburban,High,16.0,77200.0,2027-11-04
Employed,18 To 24,Bachelor'S,Tech,Delhi,High,17.0,44000.0,2027-11-05
Employed,18-24,High School,Retail,Urban,Moderate,16.0,111900.0,2027-11-06
Unemployed,35 - 44,Bachelors,Fintech,Suburban,Medium,19.0,11500.0,2027-11-07
Employed,25_34,Bachelor'S,Education,Mumbai,High,16.0,41600.0,2027-11-08
Employed,45-54,Bachelors,Retail,Bangalore,High,16.0,28100.0,2027-11-09
Employed,25_34,Bachelors,Fintech,Bangalore,Low,16.0,97500.0,2027-11-10
Employed,25-34,Master,Technology,Bangalore,Low,19.0,43100.0,2027-11-11
Unemployed,18 To 24,Bachelors,Finance,Suburban,High,16.0,128400.0,2027-11-12
Unemployed,45-54,Bachelors,Retail,Bangalore,High,17.0,127000.0,2027-11-13
Employed,18-24,Bachelors,Finance,Mumbai,High,7.0,77200.0,2027-11-14
Employed,25_34,Bachelors,Finance,Urban,High,21.0,106900.0,2027-11-15
Unemployed,45-54,High School,Retail,Bangalore,Moderate,16.0,15800.0,2027-11-16
Unemployed,35 - 44,Diploma,Retail,Bangalore,High,16.0,122700.0,2027-11-17
Employed,35 - 44,Ph.D,Tech,Urban,High,21.0,18100.0,2027-11-18
Employed,55+,Bachelor'S,Technology,Urban,High,20.0,75100.0,2027-11-19
Unemployed,55+,Phd,Retail,Hyderabad,Medium,27.0,83600.0,2027-11-20
Employed,55+,High School,Health,Urban,Low,16.0,77200.0,2027-11-21
Unemployed,18-24,Master,Healthcare,Mumbai,Medium,16.0,120600.0,2027-11-22
Unemployed,35 - 44,Bachelors,Health,Rural,High,8.0,40700.0,2027-11-23
Employed,25_34,Bachelors,Education,Bangalore,Moderate,16.0,16300.0,2027-11-24
Unemployed,18 To 24,Bachelors,Fintech,Mumbai,Moderate,29.0,146300.0,2027-11-25
Unemployed,18 To 24,Phd,Fintech,Urban,Low,10.0,7200.0,2027-11-26
Employed,45-54,High School,Retail,Rural,Moderate,0.0,28900.0,2027-11-27
Unemployed,25-34,High School,Education,Suburban,Medium,16.0,37100.0,2027-11-28
Employed,45-54,High School,Retail,Bangalore,Low,16.0,77200.0,2027-11-29
Unemployed,35 - 44,Bachelors,Healthcare,Urban,High,5.0,104200.0,2027-11-30
Employed,45-54,Bachelors,Healthcare,Urban,High,16.0,35500.0,2027-12-01
Unemployed,45-54,High School,Technology,Hyderabad,High,25.0,77200.0,2027-12-02
Unemployed,45-54,Masters,Health,Urban,High,16.0,39500.0,2027-12-03
Unemployed,18 To 24,Ph.D,Finance,Suburban,High,16.0,104500.0,2027-12-04
Employed,55+,Diploma,Fintech,Urban,High,16.0,148900.0,2027-12-05
Employed,18-24,Phd,Healthcare,Delhi,High,8.0,83200.0,2027-12-06
Employed,25-34,Masters,Technology,Bangalore,Low,16.0,20000.0,2027-12-07
Employed,18 To 24,High School,Fintech,Urban,High,16.0,124500.0,2027-12-08
Employed,18 To 24,Bachelors,Finance,Mumbai,Low,16.0,124600.0,2027-12-09
Unemployed,18-24,Master,Health,Urban,High,9.0,77200.0,2027-12-10
Employed,18 To 24,High School,Healthcare,Bangalore,Low,16.0,77200.0,2027-12-11
Unemployed,18 To 24,Diploma,Retail,Urban,Moderate,5.0,77200.0,2027-12-12
Unemployed,45-54,High School,Finance,Urban,Low,16.0,77300.0,2027-12-13
Unemployed,45-54,Bachelors,Technology,Bangalore,Moderate,16.0,45300.0,2027-12-14
Employed,18 To 24,Bachelors,Healthcare,Suburban,Medium,20.0,77200.0,2027-12-15
Employed,18-24,High School,Technology,Bangalore,High,16.0,38600.0,2027-12-16
Employed,35 - 44,High School,Retail,Mumbai,High,16.0,127700.0,2027-12-17
Unemployed,55+,High School,Fintech,Suburban,High,28.0,43800.0,2027-12-18
Employed,25_34,Master,Retail,Bangalore,High,30.0,97500.0,2027-12-19
Employed,25-34,Ph.D,Retail,Bangalore,Moderate,16.0,90800.0,2027-12-20
Employed,18 To 24,Ph.D,Retail,Rural,Low,16.0,76000.0,2027-12-21
Employed,18-24,Masters,Health,Suburban,High,16.0,77200.0,2027-12-22
Unemployed,25_34,High School,Retail,Rural,Low,17.0,10300.0,2027-12-23
Employed,18 To 24,Bachelors,Technology,Bangalore,Moderate,16.0,77200.0,2027-12-24
Employed,55+,Bachelors,Retail,Bangalore,Moderate,16.0,52500.0,2027-12-25
Employed,18-24,Bachelor'S,Technology,Bangalore,High,22.0,145500.0,2027-12-26
Employed,25_34,Bachelors,Tech,Bangalore,High,16.0,39200.0,2027-12-27
Unemployed,45-54,High School,Education,Urban,Moderate,16.0,124400.0,2027-12-28
Unemployed,25-34,Bachelors,Technology,Hyderabad,Low,10.0,77200.0,2027-12-29
Unemployed,18-24,Bachelors,Fintech,Bangalore,Moderate,13.0,13000.0,2027-12-30
Employed,18 To 24,Phd,Healthcare,Suburban,Medium,16.0,97900.0,2027-12-31
Unemployed,55+,Phd,Technology,Mumbai,Medium,16.0,77200.0,2028-01-01
Unemployed,35 - 44,Masters,Health,Urban,High,16.0,77200.0,2028-01-02
Employed,55+,Ph.D,Fintech,Delhi,High,16.0,17100.0,2028-01-03
Employed,45-54,Bachelor'S,Education,Bangalore,High,3.0,133900.0,2028-01-04
Unemployed,18 To 24,Master,Retail,Delhi,Moderate,16.0,96500.0,2028-01-05
Unemployed,18 To 24,High School,Tech,Delhi,High,15.0,64500.0,2028-01-06
Employed,45-54,Bachelors,Retail,Mumbai,High,3.0,58500.0,2028-01-07
Unemployed,45-54,Bachelors,Retail,Bangalore,High,3.0,34200.0,2028-01-08
Employed,25-34,Masters,Education,Suburban,Moderate,10.0,10700.0,2028-01-09
Unemployed,55+,Ph.D,Finance,Hyderabad,Moderate,0.0,46600.0,2028-01-10
Unemployed,35 - 44,High School,Technology,Hyderabad,High,16.0,119200.0,2028-01-11
Employed,25_34,Ph.D,Finance,Bangalore,Medium,16.0,123900.0,2028-01-12
Unemployed,18-24,High School,Retail,Hyderabad,Low,16.0,10900.0,2028-01-13
Employed,18 To 24,High School,Retail,Urban,Low,13.0,67800.0,2028-01-14
Unemployed,25-34,Masters,Retail,Mumbai,High,16.0,77200.0,2028-01-15
Employed,18 To 24,Masters,Retail,Mumbai,High,16.0,135400.0,2028-01-16
Employed,18 To 24,Master,Retail,Bangalore,High,16.0,65400.0,2028-01-17
Unemployed,35 - 44,Bachelor'S,Technology,Bangalore,High,10.0,75600.0,2028-01-18
Employed,25_34,High School,Education,Suburban,Medium,16.0,77200.0,2028-01-19
Employed,45-54,Masters,Technology,Bangalore,High,20.0,77200.0,2028-01-20
Unemployed,35 - 44,Ph.D,Education,Suburban,Moderate,16.0,72800.0,2028-01-21
Employed,18 To 24,Phd,Healthcare,Urban,Low,1.0,54000.0,2028-01-22
Employed,18 To 24,Ph.D,Education,Mumbai,High,22.0,68700.0,2028-01-23
Unemployed,25-34,Master,Fintech,Delhi,High,17.0,77200.0,2028-01-24
Unemployed,25-34,Masters,Health,Hyderabad,High,25.0,140800.0,2028-01-25
Unemployed,18 To 24,Ph.D,Retail,Suburban,Low,16.0,113400.0,2028-01-26
Employed,35 - 44,Diploma,Tech,Bangalore,High,16.0,54400.0,2028-01-27
Unemployed,18-24,Diploma,Retail,Delhi,High,16.0,77200.0,2028-01-28
Employed,35 - 44,Bachelor'S,Healthcare,Rural,Medium,16.0,54000.0,2028-01-29
Employed,25_34,Diploma,Health,Urban,Moderate,16.0,58000.0,2028-01-30
Employed,55+,Phd,Technology,Suburban,Moderate,16.0,77200.0,2028-01-31
Unemployed,45-54,Bachelors,Healthcare,Suburban,High,25.0,87300.0,2028-02-01
Employed,35 - 44,Phd,Health,Hyderabad,Low,21.0,77200.0,2028-02-02
Unemployed,35 - 44,Diploma,Finance,Urban,Moderate,16.0,77200.0,2028-02-03
Unemployed,35 - 44,High School,Tech,Rural,Low,9.0,64600.0,2028-02-04
Employed,55+,Diploma,Retail,Urban,Medium,27.0,77200.0,2028-02-05
Employed,35 - 44,Master,Fintech,Bangalore,High,16.0,148400.0,2028-02-06
Unemployed,18 To 24,Bachelors,Tech,Bangalore,High,16.0,77200.0,2028-02-07
Employed,25-34,Phd,Finance,Mumbai,Low,19.0,91700.0,2028-02-08
Employed,25_34,Phd,Health,Suburban,Low,13.0,77200.0,2028-02-09
Unemployed,35 - 44,Master,Health,Urban,Low,24.0,77200.0,2028-02-10
Employed,45-54,Master,Healthcare,Rural,Low,16.0,115200.0,2028-02-11
Unemployed,18-24,Masters,Health,Rural,Medium,16.0,38500.0,2028-02-12
Unemployed,18 To 24,Bachelor'S,Retail,Urban,High,24.0,104600.0,2028-02-13
Employed,55+,High School,Health,Mumbai,Low,16.0,90500.0,2028-02-14
Employed,18 To 24,Phd,Healthcare,Hyderabad,High,16.0,77400.0,2028-02-15
Unemployed,18-24,Bachelors,Retail,Mumbai,High,16.0,33800.0,2028-02-16
Unemployed,18 To 24,Phd,Education,Bangalore,Medium,2.0,42700.0,2028-02-17
Employed,18 To 24,Bachelors,Tech,Bangalore,Low,3.0,141800.0,2028-02-18
Employed,45-54,Bachelors,Education,Hyderabad,High,8.0,50900.0,2028-02-19
Employed,18 To 24,Bachelors,Technology,Rural,Moderate,16.0,89900.0,2028-02-20
Employed,45-54,High School,Healthcare,Mumbai,High,16.0,77200.0,2028-02-21
Employed,45-54,Phd,Healthcare,Suburban,High,16.0,17800.0,2028-02-22
Employed,18 To 24,Bachelor'S,Retail,Bangalore,Moderate,16.0,22700.0,2028-02-23
Employed,18 To 24,Bachelors,Tech,Suburban,High,16.0,46700.0,2028-02-24
Unemployed,25_34,Phd,Retail,Bangalore,High,16.0,50900.0,2028-02-25
Unemployed,25_34,Master,Healthcare,Delhi,Medium,10.0,77200.0,2028-02-26
Unemployed,35 - 44,High School,Retail,Suburban,Low,2.0,145300.0,2028-02-27
Employed,18-24,Master,Technology,Rural,Low,16.0,63500.0,2028-02-28
Employed,18-24,Diploma,Finance,Suburban,Low,16.0,16100.0,2028-02-29
Unemployed,35 - 44,Phd,Retail,Suburban,Moderate,16.0,105600.0,2028-03-01
Employed,35 - 44,Master,Retail,Bangalore,High,16.0,77200.0,2028-03-02
Employed,55+,Diploma,Technology,Bangalore,High,8.0,51100.0,2028-03-03
Employed,45-54,Bachelors,Retail,Rural,High,16.0,6400.0,2028-03-04
Employed,18 To 24,Ph.D,Fintech,Urban,Low,24.0,77200.0,2028-03-05
Unemployed,55+,High School,Health,Rural,High,16.0,7600.0,2028-03-06
Unemployed,55+,Masters,Education,Suburban,Moderate,16.0,122800.0,2028-03-07
Unemployed,18-24,Phd,Finance,Rural,Moderate,8.0,61500.0,2028-03-08
Unemployed,55+,High School,Healthcare,Delhi,High,3.0,77200.0,2028-03-09
Employed,35 - 44,Diploma,Retail,Bangalore,High,2.0,56700.0,2028-03-10
Employed,25-34,High School,Retail,Urban,High,16.0,42400.0,2028-03-11
Employed,55+,Bachelors,Retail,Bangalore,High,16.0,69700.0,2028-03-12
Unemployed,18 To 24,Bachelors,Retail,Urban,Moderate,1.0,149600.0,2028-03-13
Unemployed,35 - 44,Masters,Retail,Urban,High,22.0,49600.0,2028-03-14
Unemployed,55+,Master,Retail,Bangalore,Low,16.0,77200.0,2028-03-15
Unemployed,25_34,Bachelors,Fintech,Delhi,Medium,7.0,24100.0,2028-03-16
Unemployed,25_34,Ph.D,Technology,Mumbai,High,16.0,77200.0,2028-03-17
Employed,35 - 44,Masters,Fintech,Bangalore,High,16.0,32900.0,2028-03-18
Unemployed,25_34,Diploma,Retail,Rural,High,16.0,114500.0,2028-03-19
Employed,25_34,Phd,Finance,Urban,High,28.0,124800.0,2028-03-20
Unemployed,18 To 24,Phd,Education,Urban,Medium,14.0,77200.0,2028-03-21
Employed,18 To 24,Bachelors,Technology,Mumbai,Low,16.0,77200.0,2028-03-22
Employed,45-54,Masters,Retail,Urban,Low,27.0,77200.0,2028-03-23
Employed,18 To 24,Bachelors,Healthcare,Urban,Medium,1.0,77200.0,2028-03-24
Employed,18 To 24,Bachelors,Education,Bangalore,Low,16.0,25900.0,2028-03-25
Employed,35 - 44,Master,Retail,Bangalore,Medium,16.0,32600.0,2028-03-26
Employed,18 To 24,High School,Tech,Rural,Medium,16.0,98400.0,2028-03-27
Employed,25-34,Bachelors,Retail,Mumbai,High,20.0,102300.0,2028-03-28
Unemployed,18 To 24,Bachelors,Health,Bangalore,Low,16.0,96200.0,2028-03-29
Employed,25-34,Ph.D,Tech,Mumbai,Low,7.0,77200.0,2028-03-30
Employed,18-24,Diploma,Retail,Suburban,Low,26.0,71700.0,2028-03-31
Employed,35 - 44,High School,Retail,Bangalore,High,20.0,146600.0,2028-04-01
Unemployed,18 To 24,High School,Retail,Urban,Low,16.0,53400.0,2028-04-02
Employed,35 - 44,Bachelor'S,Technology,Hyderabad,Low,27.0,77200.0,2028-04-03
Unemployed,18 To 24,Bachelor'S,Fintech,Hyderabad,High,18.0,133500.0,2028-04-04
Employed,45-54,Bachelor'S,Retail,Bangalore,Low,16.0,78200.0,2028-04-05
Unemployed,18-24,Diploma,Retail,Urban,Low,16.0,48400.0,2028-04-06
Employed,18 To 24,Bachelors,Retail,Mumbai,Low,21.0,15000.0,2028-04-07
Employed,18 To 24,Bachelor'S,Retail,Bangalore,High,16.0,77400.0,2028-04-08
Unemployed,25_34,Masters,Retail,Urban,Low,16.0,147300.0,2028-04-09
Employed,55+,Bachelors,Finance,Delhi,High,7.0,14300.0,2028-04-10
Unemployed,18-24,Ph.D,Healthcare,Urban,Low,16.0,63800.0,2028-04-11
Employed,18 To 24,Phd,Technology,Urban,Low,16.0,88000.0,2028-04-12
Unemployed,18 To 24,Phd,Technology,Suburban,Low,16.0,70700.0,2028-04-13
Employed,18 To 24,Phd,Finance,Urban,Low,2.0,77200.0,2028-04-14
Employed,25-34,Bachelors,Retail,Hyderabad,High,16.0,77200.0,2028-04-15
Unemployed,45-54,Bachelor'S,Technology,Urban,High,5.0,77200.0,2028-04-16
Employed,18-24,Bachelors,Health,Urban,Medium,26.0,77200.0,2028-04-17
Employed,18 To 24,Bachelors,Tech,Bangalore,Low,28.0,77200.0,2028-04-18
Unemployed,25_34,Ph.D,Health,Urban,High,24.0,26900.0,2028-04-19
Employed,18 To 24,Phd,Retail,Delhi,High,1.0,59700.0,2028-04-20
Unemployed,35 - 44,Phd,Technology,Delhi,High,9.0,24900.0,2028-04-21
Employed,25_34,Bachelors,Retail,Urban,High,16.0,50200.0,2028-04-22
Unemployed,18 To 24,Phd,Tech,Urban,Low,16.0,28100.0,2028-04-23
Employed,18 To 24,Masters,Tech,Bangalore,Moderate,16.0,35900.0,2028-04-24
Unemployed,25_34,Diploma,Fintech,Urban,Moderate,29.0,45100.0,2028-04-25
Employed,55+,High School,Health,Bangalore,High,16.0,77200.0,2028-04-26
Employed,18-24,Masters,Retail,Mumbai,Low,0.0,63700.0,2028-04-27
Employed,55+,Masters,Finance,Bangalore,Moderate,3.0,127700.0,2028-04-28
Unemployed,18 To 24,Masters,Education,Urban,High,16.0,55100.0,2028-04-29
Unemployed,25-34,Bachelor'S,Retail,Urban,High,16.0,120000.0,2028-04-30
Employed,25_34,Ph.D,Health,Rural,High,15.0,77200.0,2028-05-01
Unemployed,18-24,Ph.D,Fintech,Urban,High,20.0,34900.0,2028-05-02
Employed,18 To 24,Masters,Retail,Delhi,High,16.0,17300.0,2028-05-03
Unemployed,18 To 24,Phd,Health,Delhi,High,16.0,90700.0,2028-05-04
Employed,25_34,Bachelors,Finance,Mumbai,High,16.0,131900.0,2028-05-05
Unemployed,55+,Bachelor'S,Retail,Urban,Low,5.0,74400.0,2028-05-06
Employed,25_34,Ph.D,Education,Urban,Moderate,23.0,105600.0,2028-05-07
Employed,25-34,Master,Retail,Urban,High,16.0,129100.0,2028-05-08
Employed,55+,High School,Health,Bangalore,Medium,16.0,110400.0,2028-05-09
Employed,55+,Ph.D,Finance,Suburban,Low,22.0,82800.0,2028-05-10
Employed,35 - 44,High School,Technology,Suburban,Moderate,1.0,26000.0,2028-05-11
Unemployed,18 To 24,High School,Health,Bangalore,High,27.0,145000.0,2028-05-12
Unemployed,35 - 44,High School,Healthcare,Rural,Moderate,20.0,77200.0,2028-05-13
Unemployed,18 To 24,Bachelors,Healthcare,Rural,Low,16.0,47400.0,2028-05-14
Unemployed,45-54,Phd,Retail,Delhi,Low,21.0,43600.0,2028-05-15
Employed,18 To 24,Bachelors,Technology,Delhi,Low,16.0,127400.0,2028-05-16
